id,timestamp_ns,received_at,symbol,buy_exchange,sell_exchange,buy_vwap,sell_vwap,target_volume,gross_spread,buy_fee,sell_fee,gas_fee,net_profit,net_profit_pct,execution_id,executed,execution_latency_us,status
773,1786474475373030300,2026-08-11T18:54:35.373047+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435373,1,768,FILLED
772,1786474475371219200,2026-08-11T18:54:35.371236+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435371,1,641,FILLED
771,1786474475369385600,2026-08-11T18:54:35.369403+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435369,1,630,FILLED
770,1786474475366964700,2026-08-11T18:54:35.366991+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435366,1,701,FILLED
769,1786474475361900200,2026-08-11T18:54:35.361916+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435361,1,733,FILLED
768,1786474475360087000,2026-08-11T18:54:35.360105+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435360,1,622,FILLED
767,1786474475358111500,2026-08-11T18:54:35.358129+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435358,1,758,FILLED
766,1786474475356152100,2026-08-11T18:54:35.356169+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435356,1,770,FILLED
765,1786474475354207600,2026-08-11T18:54:35.354226+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435354,1,746,FILLED
764,1786474475351455900,2026-08-11T18:54:35.351480+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435351,1,1006,FILLED
763,1786474475346444300,2026-08-11T18:54:35.346460+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435346,1,827,FILLED
762,1786474475344624500,2026-08-11T18:54:35.344641+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435344,1,618,FILLED
761,1786474475342569500,2026-08-11T18:54:35.342586+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435342,1,759,FILLED
760,1786474475340628300,2026-08-11T18:54:35.340645+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435340,1,776,FILLED
759,1786474475338813100,2026-08-11T18:54:35.338831+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435338,1,623,FILLED
758,1786474475336901800,2026-08-11T18:54:35.336922+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435336,1,661,FILLED
757,1786474475331454800,2026-08-11T18:54:35.331473+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435331,1,688,FILLED
756,1786474475329387600,2026-08-11T18:54:35.329404+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435329,1,787,FILLED
755,1786474475327402200,2026-08-11T18:54:35.327420+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435327,1,736,FILLED
754,1786474475325434700,2026-08-11T18:54:35.325452+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435325,1,756,FILLED
753,1786474475323420400,2026-08-11T18:54:35.323438+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435323,1,780,FILLED
752,1786474475321521900,2026-08-11T18:54:35.321540+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435321,1,648,FILLED
751,1786474475316494800,2026-08-11T18:54:35.316515+00:00,BTC/USDT,binance,kraken,62881.65000000,66130.72000000,0.01,30.14248478,0.62881650,1.71939872,2.50,27.64248478,0.04391563,ARB-20260811185435316,1,851,FILLED
750,1786474475313701700,2026-08-11T18:54:35.313719+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435313,1,1375,FILLED
749,1786474475311665800,2026-08-11T18:54:35.311683+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435311,1,744,FILLED
748,1786474475309728500,2026-08-11T18:54:35.309746+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435309,1,753,FILLED
747,1786474475307839000,2026-08-11T18:54:35.307856+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435307,1,638,FILLED
746,1786474475305336400,2026-08-11T18:54:35.305361+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435305,1,726,FILLED
745,1786474475300075500,2026-08-11T18:54:35.300092+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435300,1,760,FILLED
744,1786474475298124800,2026-08-11T18:54:35.298142+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435298,1,776,FILLED
743,1786474475296216600,2026-08-11T18:54:35.296237+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435296,1,665,FILLED
742,1786474475293983000,2026-08-11T18:54:35.294000+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435293,1,856,FILLED
741,1786474475292103900,2026-08-11T18:54:35.292136+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435292,1,636,FILLED
740,1786474475290152600,2026-08-11T18:54:35.290175+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435290,1,690,FILLED
739,1786474475284540600,2026-08-11T18:54:35.284558+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435284,1,614,FILLED
738,1786474475282702900,2026-08-11T18:54:35.282720+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435282,1,623,FILLED
737,1786474475280867800,2026-08-11T18:54:35.280885+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435280,1,646,FILLED
736,1786474475278918300,2026-08-11T18:54:35.278935+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435278,1,763,FILLED
735,1786474475277036300,2026-08-11T18:54:35.277054+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435277,1,655,FILLED
734,1786474475275220200,2026-08-11T18:54:35.275238+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435275,1,620,FILLED
733,1786474475272739600,2026-08-11T18:54:35.272766+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435272,1,1056,FILLED
732,1786474475267599600,2026-08-11T18:54:35.267616+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435267,1,730,FILLED
731,1786474475265615900,2026-08-11T18:54:35.265634+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435265,1,783,FILLED
730,1786474475263644400,2026-08-11T18:54:35.263699+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435263,1,721,FILLED
729,1786474475261599500,2026-08-11T18:54:35.261616+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435261,1,842,FILLED
728,1786474475259755000,2026-08-11T18:54:35.259772+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435259,1,662,FILLED
727,1786474475257296600,2026-08-11T18:54:35.257323+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435257,1,735,FILLED
726,1786474475252256100,2026-08-11T18:54:35.252272+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435252,1,719,FILLED
725,1786474475250303400,2026-08-11T18:54:35.250319+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435250,1,741,FILLED
724,1786474475248325300,2026-08-11T18:54:35.248342+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435248,1,780,FILLED
723,1786474475246488900,2026-08-11T18:54:35.246511+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435246,1,651,FILLED
722,1786474475244560200,2026-08-11T18:54:35.244579+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435244,1,657,FILLED
721,1786474475242569600,2026-08-11T18:54:35.242592+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435242,1,716,FILLED
720,1786474475237199700,2026-08-11T18:54:35.237217+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435237,1,762,FILLED
719,1786474475235212300,2026-08-11T18:54:35.235230+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435235,1,762,FILLED
718,1786474475233221500,2026-08-11T18:54:35.233239+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435233,1,760,FILLED
717,1786474475231391000,2026-08-11T18:54:35.231408+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435231,1,606,FILLED
716,1786474475229333500,2026-08-11T18:54:35.229410+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435229,1,741,FILLED
715,1786474475227435200,2026-08-11T18:54:35.227455+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435227,1,677,FILLED
714,1786474475222165000,2026-08-11T18:54:35.222182+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435222,1,709,FILLED
713,1786474475220178400,2026-08-11T18:54:35.220195+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435220,1,672,FILLED
712,1786474475218210900,2026-08-11T18:54:35.218229+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435218,1,677,FILLED
711,1786474475216317600,2026-08-11T18:54:35.216335+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435216,1,632,FILLED
710,1786474475214275600,2026-08-11T18:54:35.214295+00:00,BTC/USDT,binance,kraken,62152.08000000,65918.40000000,0.01,35.32780080,0.62152080,1.71387840,2.50,32.82780080,0.05276574,ARB-20260811185435214,1,652,FILLED
709,1786474475211047400,2026-08-11T18:54:35.211072+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435211,1,1443,FILLED
708,1786474475206072600,2026-08-11T18:54:35.206089+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435206,1,824,FILLED
707,1786474475204003600,2026-08-11T18:54:35.204021+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435203,1,827,FILLED
706,1786474475201931000,2026-08-11T18:54:35.201948+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435201,1,791,FILLED
705,1786474475200006300,2026-08-11T18:54:35.200024+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435199,1,659,FILLED
704,1786474475198063100,2026-08-11T18:54:35.198081+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435198,1,672,FILLED
703,1786474475195473900,2026-08-11T18:54:35.195503+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435195,1,819,FILLED
702,1786474475190212700,2026-08-11T18:54:35.190230+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435190,1,799,FILLED
701,1786474475188146800,2026-08-11T18:54:35.188164+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435188,1,791,FILLED
700,1786474475186204900,2026-08-11T18:54:35.186222+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435186,1,747,FILLED
699,1786474475184239000,2026-08-11T18:54:35.184256+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435184,1,781,FILLED
698,1786474475182409200,2026-08-11T18:54:35.182428+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435182,1,635,FILLED
697,1786474475179933700,2026-08-11T18:54:35.179963+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435179,1,731,FILLED
696,1786474475174746200,2026-08-11T18:54:35.174763+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435174,1,756,FILLED
695,1786474475172723000,2026-08-11T18:54:35.172740+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435172,1,793,FILLED
694,1786474475170768600,2026-08-11T18:54:35.170785+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435170,1,735,FILLED
693,1786474475168926800,2026-08-11T18:54:35.168944+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435168,1,626,FILLED
692,1786474475166983000,2026-08-11T18:54:35.167001+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435166,1,766,FILLED
691,1786474475164270900,2026-08-11T18:54:35.164297+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435164,1,953,FILLED
690,1786474475159325300,2026-08-11T18:54:35.159342+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435159,1,738,FILLED
689,1786474475157425200,2026-08-11T18:54:35.157441+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435157,1,718,FILLED
688,1786474475155439000,2026-08-11T18:54:35.155456+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435155,1,789,FILLED
687,1786474475153329700,2026-08-11T18:54:35.153346+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435153,1,858,FILLED
686,1786474475151446200,2026-08-11T18:54:35.151464+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435151,1,667,FILLED
685,1786474475148438400,2026-08-11T18:54:35.148462+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435148,1,1583,FILLED
684,1786474475143389200,2026-08-11T18:54:35.143405+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435143,1,724,FILLED
683,1786474475141473500,2026-08-11T18:54:35.141489+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435141,1,761,FILLED
682,1786474475139520200,2026-08-11T18:54:35.139537+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435139,1,784,FILLED
681,1786474475137543900,2026-08-11T18:54:35.137560+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435137,1,794,FILLED
680,1786474475135696800,2026-08-11T18:54:35.135717+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435135,1,633,FILLED
679,1786474475129029300,2026-08-11T18:54:35.129046+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435129,1,5425,FILLED
678,1786474475127051100,2026-08-11T18:54:35.127068+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435127,1,753,FILLED
677,1786474475125058700,2026-08-11T18:54:35.125077+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435125,1,743,FILLED
676,1786474475122968800,2026-08-11T18:54:35.122987+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435122,1,764,FILLED
675,1786474475121016000,2026-08-11T18:54:35.121033+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435121,1,707,FILLED
674,1786474475118863300,2026-08-11T18:54:35.118882+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435118,1,856,FILLED
673,1786474475113535900,2026-08-11T18:54:35.113554+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435113,1,3703,FILLED
672,1786474475111516500,2026-08-11T18:54:35.111534+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435111,1,807,FILLED
671,1786474475109361900,2026-08-11T18:54:35.109379+00:00,BTC/USDT,binance,kraken,61890.83000000,65919.09000000,0.01,37.94979536,0.61890830,1.71389634,2.50,35.44979536,0.05722072,ARB-20260811185435109,1,802,FILLED
670,1786474475106852000,2026-08-11T18:54:35.106869+00:00,BTC/USDT,binance,kraken,61956.42000000,65682.11000000,0.01,34.92960094,0.61956420,1.70773486,2.50,32.42960094,0.05229031,ARB-20260811185435106,1,1315,FILLED
669,1786474475104906300,2026-08-11T18:54:35.104924+00:00,BTC/USDT,binance,kraken,61956.42000000,65682.11000000,0.01,34.92960094,0.61956420,1.70773486,2.50,32.42960094,0.05229031,ARB-20260811185435104,1,764,FILLED
668,1786474475102675900,2026-08-11T18:54:35.102696+00:00,BTC/USDT,binance,kraken,61956.42000000,65682.11000000,0.01,34.92960094,0.61956420,1.70773486,2.50,32.42960094,0.05229031,ARB-20260811185435102,1,926,FILLED
667,1786474475097460000,2026-08-11T18:54:35.097477+00:00,BTC/USDT,binance,kraken,61956.42000000,65682.11000000,0.01,34.92960094,0.61956420,1.70773486,2.50,32.42960094,0.05229031,ARB-20260811185435097,1,881,FILLED
666,1786474475095487400,2026-08-11T18:54:35.095504+00:00,BTC/USDT,binance,kraken,61956.42000000,65682.11000000,0.01,34.92960094,0.61956420,1.70773486,2.50,32.42960094,0.05229031,ARB-20260811185435095,1,675,FILLED
665,1786474475093492800,2026-08-11T18:54:35.093510+00:00,BTC/USDT,binance,kraken,61956.42000000,65682.11000000,0.01,34.92960094,0.61956420,1.70773486,2.50,32.42960094,0.05229031,ARB-20260811185435093,1,759,FILLED
664,1786474475091444700,2026-08-11T18:54:35.091462+00:00,BTC/USDT,binance,kraken,61956.42000000,65682.11000000,0.01,34.92960094,0.61956420,1.70773486,2.50,32.42960094,0.05229031,ARB-20260811185435091,1,795,FILLED
663,1786474475089522500,2026-08-11T18:54:35.089540+00:00,BTC/USDT,binance,kraken,61956.42000000,65682.11000000,0.01,34.92960094,0.61956420,1.70773486,2.50,32.42960094,0.05229031,ARB-20260811185435089,1,685,FILLED
662,1786474475087443400,2026-08-11T18:54:35.087466+00:00,BTC/USDT,binance,kraken,61956.42000000,65682.11000000,0.01,34.92960094,0.61956420,1.70773486,2.50,32.42960094,0.05229031,ARB-20260811185435087,1,735,FILLED
661,1786474475081666400,2026-08-11T18:54:35.081682+00:00,BTC/USDT,binance,kraken,61956.42000000,65682.11000000,0.01,34.92960094,0.61956420,1.70773486,2.50,32.42960094,0.05229031,ARB-20260811185435081,1,736,FILLED
660,1786474475079725000,2026-08-11T18:54:35.079744+00:00,BTC/USDT,binance,kraken,61956.42000000,65682.11000000,0.01,34.92960094,0.61956420,1.70773486,2.50,32.42960094,0.05229031,ARB-20260811185435079,1,752,FILLED
659,1786474475077751300,2026-08-11T18:54:35.077769+00:00,BTC/USDT,binance,kraken,61956.42000000,65682.11000000,0.01,34.92960094,0.61956420,1.70773486,2.50,32.42960094,0.05229031,ARB-20260811185435077,1,759,FILLED
658,1786474475075698200,2026-08-11T18:54:35.075716+00:00,BTC/USDT,binance,kraken,61956.42000000,65682.11000000,0.01,34.92960094,0.61956420,1.70773486,2.50,32.42960094,0.05229031,ARB-20260811185435075,1,833,FILLED
657,1786474475073874600,2026-08-11T18:54:35.073892+00:00,BTC/USDT,binance,kraken,61956.42000000,65682.11000000,0.01,34.92960094,0.61956420,1.70773486,2.50,32.42960094,0.05229031,ARB-20260811185435073,1,627,FILLED
656,1786474475071908700,2026-08-11T18:54:35.071927+00:00,BTC/USDT,binance,kraken,61956.42000000,65682.11000000,0.01,34.92960094,0.61956420,1.70773486,2.50,32.42960094,0.05229031,ARB-20260811185435071,1,668,FILLED
